,ReplayFingerPrint,TeamName,Battletag,MapName,GameType,HeroName,NewRole,GameDate,GameLengthTimestamp,PlayerReplayId,ReplayId,PlayerId,HeroId,HeroLevel,Team,IsWinner,Party,FirstToTen,Kills,Assists,Takedowns,Deaths,Level,HeroDamage,SiegeDamage,StructureDamage,MinionDamage,CreepDamage,SummonDamage,TimeCcEnemyHeroes,Healing,SelfHealing,DamageTaken,ExperienceContribution,HighestKillStreak,TownKills,Multikill,TimeSpentDead,MercCampCaptures,WatchTowerCaptures,MetaExperience,ProtectionAllies,SilencingEnemies,RootingEnemies,StunningEnemies,ClutchHeals,Escapes,Vengeance,OutnumberedDeaths,TeamfightEscapes,TeamfightHealing,TeamfightDamageTaken,TeamfightHeroDamage,PhysicalDamage,SpellDamage,RegenGlobes,TimeonFire,BlizzardId,MasterPlayerId,Heroes,Roles,Players
10,f40fd9b4-bea6-a1c6-2264-01a7961415dc,30 seconds to mosh,Aly#11717,Cursed Hollow,QuickMatch,Cassia,Ranged Assassin,2022-02-22 01:20:32,784,583,59,3,13,17,1,1,1449507340,0,4,11,15,3,17,29001,39190,18506,19408,11968,1276,0,0,2580,16328,6033,9,2,4,58,2,0,55701,0,0,0,0,0,0,0,2,0,0,10542,20132,28886,53409,11,0,10958259,1,"[""Anub'arak"", 'Cassia', 'Deckard', 'Sonya', 'Tychus']","['Bruiser', 'Healer', 'Ranged Assassin', 'Ranged Assassin', 'Tank']","['Aly#11717', 'BornToShine#11556', 'Knivers#1675', 'Leinad#1643', 'SubZero#1577']"
11,f40fd9b4-bea6-a1c6-2264-01a7961415dc,30 seconds to mosh,BornToShine#11556,Cursed Hollow,QuickMatch,Deckard,Healer,2022-02-22 01:20:32,784,579,59,15,18,20,1,1,1449507340,0,0,15,15,1,17,8130,11421,7008,2494,12264,1919,0,42391,0,15734,4751,9,3,4,23,4,2,55701,0,0,0,0,0,0,0,0,0,0,10749,4152,10336,21555,15,0,6612101,15,"[""Anub'arak"", 'Cassia', 'Deckard', 'Sonya', 'Tychus']","['Bruiser', 'Healer', 'Ranged Assassin', 'Ranged Assassin', 'Tank']","['Aly#11717', 'BornToShine#11556', 'Knivers#1675', 'Leinad#1643', 'SubZero#1577']"
12,f40fd9b4-bea6-a1c6-2264-01a7961415dc,30 seconds to mosh,SubZero#1577,Cursed Hollow,QuickMatch,Tychus,Ranged Assassin,2022-02-22 01:20:32,784,580,59,97,77,20,1,1,1449507340,0,7,7,14,1,17,30346,32728,19174,12504,35383,1050,0,0,2653,19927,6092,9,3,4,23,5,3,55701,0,0,0,0,0,0,0,1,0,0,13217,18024,53949,44875,16,98,6639996,97,"[""Anub'arak"", 'Cassia', 'Deckard', 'Sonya', 'Tychus']","['Bruiser', 'Healer', 'Ranged Assassin', 'Ranged Assassin', 'Tank']","['Aly#11717', 'BornToShine#11556', 'Knivers#1675', 'Leinad#1643', 'SubZero#1577']"
13,f40fd9b4-bea6-a1c6-2264-01a7961415dc,30 seconds to mosh,Knivers#1675,Cursed Hollow,QuickMatch,Anub'arak,Tank,2022-02-22 01:20:32,784,582,59,2139,6,6,1,1,1449507340,0,1,14,15,1,17,18154,25775,11135,14051,4232,589,0,0,12191,31963,7886,14,3,4,15,1,1,55701,0,0,0,0,0,0,0,0,0,0,21971,13316,15374,32541,16,0,9772524,2139,"[""Anub'arak"", 'Cassia', 'Deckard', 'Sonya', 'Tychus']","['Bruiser', 'Healer', 'Ranged Assassin', 'Ranged Assassin', 'Tank']","['Aly#11717', 'BornToShine#11556', 'Knivers#1675', 'Leinad#1643', 'SubZero#1577']"
14,f40fd9b4-bea6-a1c6-2264-01a7961415dc,30 seconds to mosh,Leinad#1643,Cursed Hollow,QuickMatch,Sonya,Bruiser,2022-02-22 01:20:32,784,581,59,58,69,20,1,1,1449507340,0,5,4,9,2,17,30193,61637,16791,39559,0,1256,0,0,10675,32821,11792,4,0,3,58,0,0,55701,0,0,0,0,0,0,0,1,0,0,15578,12014,15524,72973,14,104,741150,58,"[""Anub'arak"", 'Cassia', 'Deckard', 'Sonya', 'Tychus']","['Bruiser', 'Healer', 'Ranged Assassin', 'Ranged Assassin', 'Tank']","['Aly#11717', 'BornToShine#11556', 'Knivers#1675', 'Leinad#1643', 'SubZero#1577']"
15,7741084f-b06e-624e-3eca-5b9cc3cba282,ff & the pancakes,xyxgy#1443,Battlefield of Eternity,Custom,Arthas,Tank,2022-02-18 02:11:46,1485,1290,130,114,8,20,1,0,0,0,1,2,3,1,21,17718,44665,605,35158,19363,1788,0,0,17401,87108,7464,2,0,0,50,7,0,85544,0,0,0,0,0,0,0,0,0,0,71919,15650,38632,60767,39,0,5317709,114,"['Arthas', 'Dehaka', 'Li-Ming', 'Rehgar', 'Tychus']","['Bruiser', 'Healer', 'Ranged Assassin', 'Ranged Assassin', 'Tank']","['Courtney#11205', 'GrumpyKitten#134316', 'MrG#1722', 'stampy#1261', 'xyxgy#1443']"
16,7741084f-b06e-624e-3eca-5b9cc3cba282,ff & the pancakes,MrG#1722,Battlefield of Eternity,Custom,Rehgar,Healer,2022-02-18 02:11:46,1485,1292,130,66,65,20,1,0,0,0,0,3,3,0,21,6881,44336,874,34491,40804,946,0,90647,0,30569,11212,3,0,0,0,7,0,85544,0,0,0,0,0,0,0,0,0,0,15233,4198,60598,46401,44,0,5077604,66,"['Arthas', 'Dehaka', 'Li-Ming', 'Rehgar', 'Tychus']","['Bruiser', 'Healer', 'Ranged Assassin', 'Ranged Assassin', 'Tank']","['Courtney#11205', 'GrumpyKitten#134316', 'MrG#1722', 'stampy#1261', 'xyxgy#1443']"
17,7741084f-b06e-624e-3eca-5b9cc3cba282,ff & the pancakes,GrumpyKitten#134316,Battlefield of Eternity,Custom,Dehaka,Bruiser,2022-02-18 02:11:46,1485,1289,130,11599,19,8,1,0,0,0,1,1,2,0,21,14889,140028,0,124589,9712,1283,0,0,17409,72911,22316,2,0,0,0,1,0,85544,0,0,0,0,0,0,0,0,0,0,31288,7240,54343,124332,48,0,7779980,11599,"['Arthas', 'Dehaka', 'Li-Ming', 'Rehgar', 'Tychus']","['Bruiser', 'Healer', 'Ranged Assassin', 'Ranged Assassin', 'Tank']","['Courtney#11205', 'GrumpyKitten#134316', 'MrG#1722', 'stampy#1261', 'xyxgy#1443']"
18,7741084f-b06e-624e-3eca-5b9cc3cba282,ff & the pancakes,stampy#1261,Battlefield of Eternity,Custom,Li-Ming,Ranged Assassin,2022-02-18 02:11:46,1485,1291,130,96,44,20,1,0,0,0,1,2,3,0,21,62229,79325,6705,54095,52996,1366,0,0,4645,21763,10252,3,0,0,0,5,0,85544,0,0,0,0,0,0,0,0,0,0,14900,33020,37186,183899,43,0,4898590,96,"['Arthas', 'Dehaka', 'Li-Ming', 'Rehgar', 'Tychus']","['Bruiser', 'Healer', 'Ranged Assassin', 'Ranged Assassin', 'Tank']","['Courtney#11205', 'GrumpyKitten#134316', 'MrG#1722', 'stampy#1261', 'xyxgy#1443']"
19,7741084f-b06e-624e-3eca-5b9cc3cba282,ff & the pancakes,Courtney#11205,Battlefield of Eternity,Custom,Tychus,Ranged Assassin,2022-02-18 02:11:46,1485,1293,130,20,77,20,1,0,0,0,0,3,3,2,21,61508,62652,1669,51383,54229,1566,0,0,5372,43726,8815,1,0,0,74,6,0,85544,0,0,0,0,0,0,0,0,0,0,31256,43406,68833,140173,43,0,6305177,20,"['Arthas', 'Dehaka', 'Li-Ming', 'Rehgar', 'Tychus']","['Bruiser', 'Healer', 'Ranged Assassin', 'Ranged Assassin', 'Tank']","['Courtney#11205', 'GrumpyKitten#134316', 'MrG#1722', 'stampy#1261', 'xyxgy#1443']"
20,6933e106-e90c-1ee9-9314-26d5541db699,ff & the pancakes,stampy#1261,Volskaya Foundry,Custom,Diablo,Tank,2022-04-06 01:22:28,1251,1394,141,96,20,20,0,1,-108397609,1,1,11,12,3,22,27388,43595,10987,29919,10117,1754,0,0,20187,112548,9534,4,2,3,75,10,0,99276,0,0,0,0,0,0,0,0,0,0,85728,15188,35095,43181,47,0,4898590,96,"['Deathwing', 'Diablo', 'Leoric', 'Nazeebo', 'Rehgar']","['Bruiser', 'Bruiser', 'Healer', 'Ranged Assassin', 'Tank']","['Courtney#11205', 'GrumpyKitten#134316', 'MrG#1722', 'stampy#1261', 'xyxgy#1443']"
21,6933e106-e90c-1ee9-9314-26d5541db699,ff & the pancakes,GrumpyKitten#134316,Volskaya Foundry,Custom,Leoric,Bruiser,2022-04-06 01:22:28,1251,1396,141,11599,42,6,0,1,-108397609,1,2,10,12,3,22,32265,96290,10785,84562,6165,641,0,0,25812,62604,17152,3,2,3,167,4,0,99276,0,0,0,0,0,0,0,3,0,0,45746,20616,58410,74128,42,0,7779980,11599,"['Deathwing', 'Diablo', 'Leoric', 'Nazeebo', 'Rehgar']","['Bruiser', 'Bruiser', 'Healer', 'Ranged Assassin', 'Tank']","['Courtney#11205', 'GrumpyKitten#134316', 'MrG#1722', 'stampy#1261', 'xyxgy#1443']"
22,6933e106-e90c-1ee9-9314-26d5541db699,ff & the pancakes,MrG#1722,Volskaya Foundry,Custom,Rehgar,Healer,2022-04-06 01:22:28,1251,1395,141,66,65,20,0,1,-108397609,1,2,11,13,0,22,10512,62360,34241,26863,25697,1214,0,68278,1589,25943,9269,13,3,3,0,14,0,99276,0,0,0,0,0,0,0,0,0,0,10224,7166,63347,47286,50,0,5077604,66,"['Deathwing', 'Diablo', 'Leoric', 'Nazeebo', 'Rehgar']","['Bruiser', 'Bruiser', 'Healer', 'Ranged Assassin', 'Tank']","['Courtney#11205', 'GrumpyKitten#134316', 'MrG#1722', 'stampy#1261', 'xyxgy#1443']"
23,6933e106-e90c-1ee9-9314-26d5541db699,ff & the pancakes,xyxgy#1443,Volskaya Foundry,Custom,Deathwing,Bruiser,2022-04-06 01:22:28,1251,1397,141,114,17,20,0,1,-108397609,1,2,9,11,2,22,56922,87574,9672,74946,15712,2137,0,0,16919,39513,13031,8,1,2,127,6,0,99276,0,0,0,0,0,0,0,0,0,0,21175,29533,15894,139543,32,0,5317709,114,"['Deathwing', 'Diablo', 'Leoric', 'Nazeebo', 'Rehgar']","['Bruiser', 'Bruiser', 'Healer', 'Ranged Assassin', 'Tank']","['Courtney#11205', 'GrumpyKitten#134316', 'MrG#1722', 'stampy#1261', 'xyxgy#1443']"
24,6933e106-e90c-1ee9-9314-26d5541db699,ff & the pancakes,Courtney#11205,Volskaya Foundry,Custom,Nazeebo,Ranged Assassin,2022-04-06 01:22:28,1251,1398,141,20,58,20,0,1,-108397609,1,6,7,13,0,22,79200,169682,64454,92663,40317,6784,0,1900,9278,31427,17234,13,3,3,0,13,0,99276,0,0,0,0,0,0,0,0,0,0,14142,33818,48045,225782,52,0,6305177,20,"['Deathwing', 'Diablo', 'Leoric', 'Nazeebo', 'Rehgar']","['Bruiser', 'Bruiser', 'Healer', 'Ranged Assassin', 'Tank']","['Courtney#11205', 'GrumpyKitten#134316', 'MrG#1722', 'stampy#1261', 'xyxgy#1443']"
25,1a298d3a-bcdb-b632-423c-080396256dfc,30 seconds to mosh,Anaressa#1611,Dragon Shire,StormLeague,Lunara,Ranged Assassin,2021-10-27 03:01:49,1164,17663,1771,4,48,20,0,1,1741798084,1,11,8,19,1,22,60208,109764,36777,69190,17506,0,0,0,0,23979,17324,13,1,4,29,2,0,97554,0,0,0,0,0,0,0,0,0,0,9891,20604,49411,131510,36,397,10667951,4,"['Jaina', 'Lunara', 'Sonya', 'Stukov', 'Varian']","['Bruiser', 'Bruiser', 'Healer', 'Ranged Assassin', 'Ranged Assassin']","['Anaressa#1611', 'BornToShine#11556', 'Knivers#1675', 'Leinad#1643', 'TheCaptain#12345']"
26,1a298d3a-bcdb-b632-423c-080396256dfc,30 seconds to mosh,BornToShine#11556,Dragon Shire,StormLeague,Stukov,Healer,2021-10-27 03:01:49,1164,17674,1771,15,71,20,0,1,1741798084,1,1,13,14,3,22,12662,17329,3537,12648,18373,0,0,67792,0,37398,7107,9,2,2,165,8,0,97554,0,0,0,0,0,0,0,1,0,0,22423,5757,34728,14682,33,0,6612101,15,"['Jaina', 'Lunara', 'Sonya', 'Stukov', 'Varian']","['Bruiser', 'Bruiser', 'Healer', 'Ranged Assassin', 'Ranged Assassin']","['Anaressa#1611', 'BornToShine#11556', 'Knivers#1675', 'Leinad#1643', 'TheCaptain#12345']"
27,1a298d3a-bcdb-b632-423c-080396256dfc,30 seconds to mosh,Knivers#1675,Dragon Shire,StormLeague,Varian,Bruiser,2021-10-27 03:01:49,1164,17690,1771,2139,83,7,0,1,1741798084,1,3,14,17,3,22,29284,44866,13049,31817,0,0,0,0,25766,78914,8787,10,2,4,84,1,0,97554,0,0,0,0,0,0,0,1,0,0,57147,19030,31994,42731,36,0,9772524,2139,"['Jaina', 'Lunara', 'Sonya', 'Stukov', 'Varian']","['Bruiser', 'Bruiser', 'Healer', 'Ranged Assassin', 'Ranged Assassin']","['Anaressa#1611', 'BornToShine#11556', 'Knivers#1675', 'Leinad#1643', 'TheCaptain#12345']"
28,1a298d3a-bcdb-b632-423c-080396256dfc,30 seconds to mosh,Leinad#1643,Dragon Shire,StormLeague,Sonya,Bruiser,2021-10-27 03:01:49,1164,17641,1771,58,69,20,0,1,1741798084,1,4,6,10,2,22,46656,153204,27971,110458,26473,0,0,0,24656,66126,22338,6,2,3,82,2,0,97554,0,0,0,0,0,0,0,0,0,0,18860,14548,41281,184827,36,43,741150,58,"['Jaina', 'Lunara', 'Sonya', 'Stukov', 'Varian']","['Bruiser', 'Bruiser', 'Healer', 'Ranged Assassin', 'Ranged Assassin']","['Anaressa#1611', 'BornToShine#11556', 'Knivers#1675', 'Leinad#1643', 'TheCaptain#12345']"
29,1a298d3a-bcdb-b632-423c-080396256dfc,30 seconds to mosh,TheCaptain#12345,Dragon Shire,StormLeague,Jaina,Ranged Assassin,2021-10-27 03:01:49,1164,17651,1771,1,35,20,0,1,1741798084,1,4,15,19,0,22,44985,77616,24486,50975,55754,0,0,0,0,19303,13164,19,3,4,0,10,0,97554,0,0,0,0,0,0,0,0,0,0,9478,13659,22047,158811,38,0,9771889,1,"['Jaina', 'Lunara', 'Sonya', 'Stukov', 'Varian']","['Bruiser', 'Bruiser', 'Healer', 'Ranged Assassin', 'Ranged Assassin']","['Anaressa#1611', 'BornToShine#11556', 'Knivers#1675', 'Leinad#1643', 'TheCaptain#12345']"
30,8a773abe-130d-390e-607a-c2cf1340e4ac,30 seconds to mosh,BornToShine#11556,Sky Temple,StormLeague,Stukov,Healer,2021-10-27 02:07:10,944,17723,1768,15,71,20,1,1,1741798084,1,1,16,18,0,20,11489,18610,3815,12554,29081,0,0,62239,0,18219,6852,21,2,5,0,6,0,77931,0,0,0,0,0,0,0,0,0,0,8184,4578,39934,19246,27,0,6612101,15,"['E.T.C.', 'Li-Ming', 'Sonya', 'Stukov', 'Tychus']","['Bruiser', 'Healer', 'Ranged Assassin', 'Ranged Assassin', 'Tank']","['Anaressa#1611', 'BornToShine#11556', 'Knivers#1675', 'Leinad#1643', 'TheCaptain#12345']"
31,8a773abe-130d-390e-607a-c2cf1340e4ac,30 seconds to mosh,Knivers#1675,Sky Temple,StormLeague,E.T.C.,Tank,2021-10-27 02:07:10,944,17736,1768,2139,22,14,1,1,1741798084,1,3,16,19,1,20,15247,23125,5119,15589,9879,0,0,0,24401,53305,9113,16,2,5,26,2,4,77931,0,0,0,0,0,0,0,0,0,0,38740,12622,33806,14445,22,0,9772524,2139,"['E.T.C.', 'Li-Ming', 'Sonya', 'Stukov', 'Tychus']","['Bruiser', 'Healer', 'Ranged Assassin', 'Ranged Assassin', 'Tank']","['Anaressa#1611', 'BornToShine#11556', 'Knivers#1675', 'Leinad#1643', 'TheCaptain#12345']"
32,8a773abe-130d-390e-607a-c2cf1340e4ac,30 seconds to mosh,Leinad#1643,Sky Temple,StormLeague,Sonya,Bruiser,2021-10-27 02:07:10,944,17683,1768,58,69,20,1,1,1741798084,1,4,7,12,0,20,42610,107387,14947,90318,30735,0,0,0,20484,38528,20262,21,1,6,0,1,11,77931,0,0,0,0,0,0,0,0,0,0,24845,28012,31225,149393,30,155,741150,58,"['E.T.C.', 'Li-Ming', 'Sonya', 'Stukov', 'Tychus']","['Bruiser', 'Healer', 'Ranged Assassin', 'Ranged Assassin', 'Tank']","['Anaressa#1611', 'BornToShine#11556', 'Knivers#1675', 'Leinad#1643', 'TheCaptain#12345']"
33,8a773abe-130d-390e-607a-c2cf1340e4ac,30 seconds to mosh,TheCaptain#12345,Sky Temple,StormLeague,Li-Ming,Ranged Assassin,2021-10-27 02:07:10,944,17697,1768,1,44,20,1,1,1741798084,1,7,10,17,1,20,50589,67444,17932,46079,19097,0,0,0,0,14081,7993,18,2,5,20,2,0,77931,0,0,0,0,0,0,0,0,0,0,7523,26072,7591,129539,23,194,9771889,1,"['E.T.C.', 'Li-Ming', 'Sonya', 'Stukov', 'Tychus']","['Bruiser', 'Healer', 'Ranged Assassin', 'Ranged Assassin', 'Tank']","['Anaressa#1611', 'BornToShine#11556', 'Knivers#1675', 'Leinad#1643', 'TheCaptain#12345']"
34,8a773abe-130d-390e-607a-c2cf1340e4ac,30 seconds to mosh,Anaressa#1611,Sky Temple,StormLeague,Tychus,Ranged Assassin,2021-10-27 02:07:10,944,17711,1768,4,77,13,1,1,1741798084,1,6,12,19,0,20,32062,36737,11738,22489,35726,0,0,0,0,19352,7430,22,2,5,0,6,0,77931,0,0,0,0,0,0,0,0,0,0,8172,19681,50478,54047,29,0,10667951,4,"['E.T.C.', 'Li-Ming', 'Sonya', 'Stukov', 'Tychus']","['Bruiser', 'Healer', 'Ranged Assassin', 'Ranged Assassin', 'Tank']","['Anaressa#1611', 'BornToShine#11556', 'Knivers#1675', 'Leinad#1643', 'TheCaptain#12345']"
35,a6eeacda-a48d-61d5-900d-a0cc0e8d72f9,30 seconds to mosh,BornToShine#11556,Garden of Terror,StormLeague,Anduin,Healer,2021-10-27 02:32:26,1076,17733,1770,15,5,20,1,1,1741798084,1,1,13,14,1,21,19973,35412,5766,24542,6974,1040,0,49417,3689,30100,8789,10,0,3,56,6,0,84788,0,0,0,0,0,0,0,1,0,0,20177,11275,29942,36574,36,0,6612101,15,"['Anduin', 'Cassia', 'Dehaka', 'E.T.C.', 'Raynor']","['Bruiser', 'Healer', 'Ranged Assassin', 'Ranged Assassin', 'Tank']","['Anaressa#1611', 'BornToShine#11556', 'Knivers#1675', 'Leinad#1643', 'TheCaptain#12345']"
36,a6eeacda-a48d-61d5-900d-a0cc0e8d72f9,30 seconds to mosh,Knivers#1675,Garden of Terror,StormLeague,E.T.C.,Tank,2021-10-27 02:32:26,1076,17745,1770,2139,22,14,1,1,1741798084,1,1,16,17,4,21,16391,29291,6623,12430,6853,1383,0,5893,20408,53290,8567,4,0,4,183,6,0,84788,0,0,0,0,0,0,0,1,0,0,42706,11936,43100,9308,31,0,9772524,2139,"['Anduin', 'Cassia', 'Dehaka', 'E.T.C.', 'Raynor']","['Bruiser', 'Healer', 'Ranged Assassin', 'Ranged Assassin', 'Tank']","['Anaressa#1611', 'BornToShine#11556', 'Knivers#1675', 'Leinad#1643', 'TheCaptain#12345']"
37,a6eeacda-a48d-61d5-900d-a0cc0e8d72f9,30 seconds to mosh,Leinad#1643,Garden of Terror,StormLeague,Dehaka,Bruiser,2021-10-27 02:32:26,1076,17696,1770,58,19,14,1,1,1741798084,1,6,8,14,0,21,32087,105072,11938,86940,630,2162,0,0,20372,54871,18254,14,2,3,0,1,0,84788,0,0,0,0,0,0,0,0,0,0,28117,25708,41589,93527,31,396,741150,58,"['Anduin', 'Cassia', 'Dehaka', 'E.T.C.', 'Raynor']","['Bruiser', 'Healer', 'Ranged Assassin', 'Ranged Assassin', 'Tank']","['Anaressa#1611', 'BornToShine#11556', 'Knivers#1675', 'Leinad#1643', 'TheCaptain#12345']"
